country,year,tiv
East Germany (GDR),1950,26
East Germany (GDR),1951,
East Germany (GDR),1952,181
East Germany (GDR),1953,102
East Germany (GDR),1954,10
East Germany (GDR),1955,10
East Germany (GDR),1956,643
East Germany (GDR),1957,1096
East Germany (GDR),1958,945
East Germany (GDR),1959,593
East Germany (GDR),1960,402
East Germany (GDR),1961,205
East Germany (GDR),1962,764
East Germany (GDR),1963,767
East Germany (GDR),1964,991
East Germany (GDR),1965,924
East Germany (GDR),1966,1341
East Germany (GDR),1967,1191
East Germany (GDR),1968,1258
East Germany (GDR),1969,835
East Germany (GDR),1970,833
East Germany (GDR),1971,574
East Germany (GDR),1972,992
East Germany (GDR),1973,1059
East Germany (GDR),1974,937
East Germany (GDR),1975,564
East Germany (GDR),1976,1320
East Germany (GDR),1977,1096
East Germany (GDR),1978,1141
East Germany (GDR),1979,969
East Germany (GDR),1980,894
East Germany (GDR),1981,853
East Germany (GDR),1982,1060
East Germany (GDR),1983,952
East Germany (GDR),1984,1174
East Germany (GDR),1985,1330
East Germany (GDR),1986,697
East Germany (GDR),1987,393
East Germany (GDR),1988,624
East Germany (GDR),1989,645
East Germany (GDR),1990,398
East Germany (GDR),1991,
East Germany (GDR),1992,
East Germany (GDR),1993,
East Germany (GDR),1994,
East Germany (GDR),1995,
East Germany (GDR),1996,
East Germany (GDR),1997,
East Germany (GDR),1998,
East Germany (GDR),1999,
East Germany (GDR),2000,
East Germany (GDR),2001,
East Germany (GDR),2002,
East Germany (GDR),2003,
East Germany (GDR),2004,
East Germany (GDR),2005,
East Germany (GDR),2006,
East Germany (GDR),2007,
East Germany (GDR),2008,
East Germany (GDR),2009,
East Germany (GDR),2010,
East Germany (GDR),2011,
East Germany (GDR),2012,
East Germany (GDR),2013,
East Germany (GDR),2014,
East Germany (GDR),2015,
East Germany (GDR),2016,
East Germany (GDR),2017,
East Germany (GDR),2018,
East Germany (GDR),2019,
East Germany (GDR),2020,
East Germany (GDR),2021,
East Germany (GDR),2022,
East Germany (GDR),2023,
East Germany (GDR),2024,
East Germany (GDR),2025,
