country,year,tiv
Khmer Rouge (Cambodia)*,1950,
Khmer Rouge (Cambodia)*,1951,
Khmer Rouge (Cambodia)*,1952,
Khmer Rouge (Cambodia)*,1953,
Khmer Rouge (Cambodia)*,1954,
Khmer Rouge (Cambodia)*,1955,
Khmer Rouge (Cambodia)*,1956,
Khmer Rouge (Cambodia)*,1957,
Khmer Rouge (Cambodia)*,1958,
Khmer Rouge (Cambodia)*,1959,
Khmer Rouge (Cambodia)*,1960,
Khmer Rouge (Cambodia)*,1961,
Khmer Rouge (Cambodia)*,1962,
Khmer Rouge (Cambodia)*,1963,
Khmer Rouge (Cambodia)*,1964,
Khmer Rouge (Cambodia)*,1965,
Khmer Rouge (Cambodia)*,1966,
Khmer Rouge (Cambodia)*,1967,
Khmer Rouge (Cambodia)*,1968,
Khmer Rouge (Cambodia)*,1969,
Khmer Rouge (Cambodia)*,1970,
Khmer Rouge (Cambodia)*,1971,2
Khmer Rouge (Cambodia)*,1972,6
Khmer Rouge (Cambodia)*,1973,2
Khmer Rouge (Cambodia)*,1974,2
Khmer Rouge (Cambodia)*,1975,2
Khmer Rouge (Cambodia)*,1976,
Khmer Rouge (Cambodia)*,1977,
Khmer Rouge (Cambodia)*,1978,
Khmer Rouge (Cambodia)*,1979,
Khmer Rouge (Cambodia)*,1980,
Khmer Rouge (Cambodia)*,1981,
Khmer Rouge (Cambodia)*,1982,
Khmer Rouge (Cambodia)*,1983,
Khmer Rouge (Cambodia)*,1984,
Khmer Rouge (Cambodia)*,1985,
Khmer Rouge (Cambodia)*,1986,
Khmer Rouge (Cambodia)*,1987,
Khmer Rouge (Cambodia)*,1988,2
Khmer Rouge (Cambodia)*,1989,
Khmer Rouge (Cambodia)*,1990,9
Khmer Rouge (Cambodia)*,1991,
Khmer Rouge (Cambodia)*,1992,
Khmer Rouge (Cambodia)*,1993,
Khmer Rouge (Cambodia)*,1994,
Khmer Rouge (Cambodia)*,1995,
Khmer Rouge (Cambodia)*,1996,
Khmer Rouge (Cambodia)*,1997,
Khmer Rouge (Cambodia)*,1998,
Khmer Rouge (Cambodia)*,1999,
Khmer Rouge (Cambodia)*,2000,
Khmer Rouge (Cambodia)*,2001,
Khmer Rouge (Cambodia)*,2002,
Khmer Rouge (Cambodia)*,2003,
Khmer Rouge (Cambodia)*,2004,
Khmer Rouge (Cambodia)*,2005,
Khmer Rouge (Cambodia)*,2006,
Khmer Rouge (Cambodia)*,2007,
Khmer Rouge (Cambodia)*,2008,
Khmer Rouge (Cambodia)*,2009,
Khmer Rouge (Cambodia)*,2010,
Khmer Rouge (Cambodia)*,2011,
Khmer Rouge (Cambodia)*,2012,
Khmer Rouge (Cambodia)*,2013,
Khmer Rouge (Cambodia)*,2014,
Khmer Rouge (Cambodia)*,2015,
Khmer Rouge (Cambodia)*,2016,
Khmer Rouge (Cambodia)*,2017,
Khmer Rouge (Cambodia)*,2018,
Khmer Rouge (Cambodia)*,2019,
Khmer Rouge (Cambodia)*,2020,
Khmer Rouge (Cambodia)*,2021,
Khmer Rouge (Cambodia)*,2022,
Khmer Rouge (Cambodia)*,2023,
Khmer Rouge (Cambodia)*,2024,
Khmer Rouge (Cambodia)*,2025,
